"","Seller_ID","Product","Seller","Star","No.ofRatings","Price","Shipping_Info","COD","Positive","Amazon_Fulfilled","URL","Rev_URL"
"42","A2OFHWKF5KSO4O","Ganesh Vegetable & Fruit Chopper Cutt...",NA,"4.2","933","  Rs. 370.00"," +   Rs. 80.00
Delivery 
","  Rs. 370.00 +   Rs. 80.00  DeliveryCash on Delivery eligible ","81% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_2/279-7310642-2196805?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A2OFHWKF5KSO4O","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2OFHWKF5KSO4O&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"43","A3TZE065DCNHQK","Ganesh Vegetable & Fruit Chopper Cutt...","Saachi Sales","4.2","11","  Rs. 399.00"," +   Rs. 60.00
Delivery 
","  Rs. 399.00 +   Rs. 60.00  DeliveryCash on Delivery eligible ","64% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_3/279-7310642-2196805?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A3TZE065DCNHQK","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3TZE065DCNHQK&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"44","A1CIVZB4E4O6QX","Ganesh Vegetable & Fruit Chopper Cutt...","Sagar Enterprise",NA,NA,"  Rs. 420.00"," +   Rs. 49.19
Delivery 
","  Rs. 420.00 +   Rs. 49.19  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_4/279-7310642-2196805?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A1CIVZB4E4O6QX","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1CIVZB4E4O6QX&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"45","A2WIVTB4CITU98","Ganesh Vegetable & Fruit Chopper Cutt...","SAles Com","5.0","1","  Rs. 470.00"," FREE Delivery. 
","  Rs. 470.00 FREE Delivery.Cash on Delivery eligible ","100% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_5/279-7310642-2196805?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A2WIVTB4CITU98","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2WIVTB4CITU98&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"46","A209S6H0LG4TX7","Ganesh Vegetable & Fruit Chopper Cutt...",NA,"5.0","1","  Rs. 499.00"," FREE Delivery. 
","  Rs. 499.00 FREE Delivery.Cash on Delivery eligible ","100% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_6/279-7310642-2196805?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A209S6H0LG4TX7","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A209S6H0LG4TX7&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"47","A5E3O0EF7TPFE","Ganesh Vegetable & Fruit Chopper Cutt...","Shopping Sansar","4.3","84","  Rs. 450.00"," +   Rs. 68.00
Delivery 
","  Rs. 450.00 +   Rs. 68.00  DeliveryCash on Delivery eligible ","83% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_7/279-7310642-2196805?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A5E3O0EF7TPFE","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A5E3O0EF7TPFE&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"48","A1ITV0G06LW66Y","Ganesh Vegetable & Fruit Chopper Cutt...","P S Overses",NA,NA,"  Rs. 519.00"," FREE Delivery. 
","  Rs. 519.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_8/279-7310642-2196805?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A1ITV0G06LW66Y","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1ITV0G06LW66Y&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"49","A19RDI9ICOKTCI","Ganesh Vegetable & Fruit Chopper Cutt...",NA,NA,NA,"  Rs. 519.00"," FREE Delivery. 
","  Rs. 519.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_9/279-7310642-2196805?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A19RDI9ICOKTCI","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A19RDI9ICOKTCI&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"50","A2P93XTVV58FO6","Ganesh Vegetable & Fruit Chopper Cutt...","twin overseas",NA,NA,"  Rs. 519.00"," FREE Delivery. 
","  Rs. 519.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_10/279-7310642-2196805?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A2P93XTVV58FO6","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2P93XTVV58FO6&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"51","A8126SJXXZMAQ","Ganesh Vegetable & Fruit Chopper Cutt...","HM IMPEX",NA,NA,"  Rs. 519.00"," FREE Delivery. 
","  Rs. 519.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_1/276-6720373-5805200?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A8126SJXXZMAQ","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A8126SJXXZMAQ&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"52","A2L9DY4DJNPXEA","Ganesh Vegetable & Fruit Chopper Cutt...","HomeNeedz",NA,NA,"  Rs. 519.00"," FREE Delivery. 
","  Rs. 519.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_2/276-6720373-5805200?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A2L9DY4DJNPXEA","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2L9DY4DJNPXEA&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"53","A2837Y60X6OR9T","Ganesh Vegetable & Fruit Chopper Cutt...","Buy Your Choice","4.1","10","  Rs. 499.00"," +   Rs. 30.00
Delivery 
","  Rs. 499.00 +   Rs. 30.00  DeliveryCash on Delivery eligible ","90% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_3/276-6720373-5805200?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A2837Y60X6OR9T","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2837Y60X6OR9T&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"54","A1T777KFKD497H","Ganesh Vegetable & Fruit Chopper Cutt...",NA,NA,NA,"  Rs. 519.00"," +   Rs. 28.78
Delivery 
","  Rs. 519.00 +   Rs. 28.78  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_4/276-6720373-5805200?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A1T777KFKD497H","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1T777KFKD497H&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"55","A1Z4EKBPY4I9N7","Ganesh Vegetable & Fruit Chopper Cutt...","RAID-KART","4.6","325","  Rs. 555.00"," FREE Delivery. Details 
","  Rs. 555.00 FREE Delivery. Cash on Delivery eligible ","99% positive","1","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_5/276-6720373-5805200?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=1&seller=A1Z4EKBPY4I9N7","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1Z4EKBPY4I9N7&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"56","A32LDJZ02HTEWH","Ganesh Vegetable & Fruit Chopper Cutt...","devrajshop","5.0","1","  Rs. 449.00"," +   Rs. 115.00
Delivery 
","  Rs. 449.00 +   Rs. 115.00  DeliveryCash on Delivery eligible ","100% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_6/276-6720373-5805200?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A32LDJZ02HTEWH","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A32LDJZ02HTEWH&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"57","AFFSLKRTBLGXE","Ganesh Vegetable & Fruit Chopper Cutt...","Paakhi Collections",NA,NA,"  Rs. 519.00"," +   Rs. 50.00
Delivery 
","  Rs. 519.00 +   Rs. 50.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_7/276-6720373-5805200?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=AFFSLKRTBLGXE","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=AFFSLKRTBLGXE&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"58","A3AJ1AEXTJNSYQ","Ganesh Vegetable & Fruit Chopper Cutt...","Qsec","2.4","14","  Rs. 599.00"," FREE Delivery. 
","  Rs. 599.00 FREE Delivery.Cash on Delivery eligible ","21% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_8/276-6720373-5805200?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A3AJ1AEXTJNSYQ","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3AJ1AEXTJNSYQ&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"59","A2VSLS3UC0D0SN","Ganesh Vegetable & Fruit Chopper Cutt...","The Selling Hub","5.0","1","  Rs. 600.00"," +   Rs. 75.00
Delivery 
","  Rs. 600.00 +   Rs. 75.00  DeliveryCash on Delivery eligible ","100% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_9/276-6720373-5805200?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A2VSLS3UC0D0SN","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2VSLS3UC0D0SN&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"60","A1PGRWGFXBFLRA","Ganesh Vegetable & Fruit Chopper Cutt...","Real Enterprisez","3.1","37","  Rs. 590.00"," +   Rs. 90.00
Delivery 
","  Rs. 590.00 +   Rs. 90.00  Delivery","49% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_10/276-6720373-5805200?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A1PGRWGFXBFLRA","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1PGRWGFXBFLRA&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"61","A3L8R6XXQHFTH7","Ganesh Vegetable & Fruit Chopper Cutt...","store of Gifts","3.6","29","  Rs. 299.00"," FREE Delivery. 
","  Rs. 299.00 FREE Delivery.Cash on Delivery eligible ","59% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_1/277-0309410-9336047?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A3L8R6XXQHFTH7","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3L8R6XXQHFTH7&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"62","A2S75CPY9XKJ4F","Ganesh Vegetable & Fruit Chopper Cutt...","JS ONLINE TRADERS","4.1","768","  Rs. 300.00"," +   Rs. 60.00
Delivery 
","  Rs. 300.00 +   Rs. 60.00  DeliveryCash on Delivery eligible ","81% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_2/277-0309410-9336047?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A2S75CPY9XKJ4F","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2S75CPY9XKJ4F&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"63","A2YZ363U5KGHKN","Ganesh Vegetable & Fruit Chopper Cutt...","Navisha Enterprises","3.1","38","  Rs. 330.00"," +   Rs. 150.00
Delivery 
","  Rs. 330.00 +   Rs. 150.00  DeliveryCash on Delivery eligible ","50% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_3/277-0309410-9336047?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A2YZ363U5KGHKN","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2YZ363U5KGHKN&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"64","A24NPOBO2OB7LH","Ganesh Vegetable & Fruit Chopper Cutt...",NA,NA,NA,"  Rs. 519.00"," FREE Delivery. 
","  Rs. 519.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_4/277-0309410-9336047?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A24NPOBO2OB7LH","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A24NPOBO2OB7LH&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"65","A209S6H0LG4TX7","Ganesh Vegetable & Fruit Chopper Cutt...","U stop N shop","5.0","1","  Rs. 519.00"," FREE Delivery. 
","  Rs. 519.00 FREE Delivery.Cash on Delivery eligible ","100% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_5/277-0309410-9336047?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A209S6H0LG4TX7","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A209S6H0LG4TX7&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"66","A8126SJXXZMAQ","Ganesh Vegetable & Fruit Chopper Cutt...","HM IMPEX",NA,NA,"  Rs. 539.00"," FREE Delivery. 
","  Rs. 539.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_6/277-0309410-9336047?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A8126SJXXZMAQ","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A8126SJXXZMAQ&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"67","A19RDI9ICOKTCI","Ganesh Vegetable & Fruit Chopper Cutt...","ShopIndia91",NA,NA,"  Rs. 539.00"," FREE Delivery. 
","  Rs. 539.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_7/277-0309410-9336047?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A19RDI9ICOKTCI","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A19RDI9ICOKTCI&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"68","AB8R6TFQ2593D","Ganesh Vegetable & Fruit Chopper Cutt...","IVORY FINE RUGS",NA,NA,"  Rs. 590.00"," +   Rs. 140.00
Delivery 
","  Rs. 590.00 +   Rs. 140.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_8/277-0309410-9336047?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=AB8R6TFQ2593D","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=AB8R6TFQ2593D&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"69","A2E9SW9MDXCTIU","Ganesh Vegetable & Fruit Chopper Cutt...","TheGoodGuysStore","4.4","284","  Rs. 599.00"," +   Rs. 200.00
Delivery 
","  Rs. 599.00 +   Rs. 200.00  DeliveryCash on Delivery eligible ","93% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_9/277-0309410-9336047?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A2E9SW9MDXCTIU","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2E9SW9MDXCTIU&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"70","A28GQNMX33W0L3","Ganesh Vegetable & Fruit Chopper Cutt...","GARG TRADING COMPANY",NA,NA,"  Rs. 400.00"," +   Rs. 400.00
Delivery 
","  Rs. 400.00 +   Rs. 400.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_10/277-0309410-9336047?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A28GQNMX33W0L3","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A28GQNMX33W0L3&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"71","A209S6H0LG4TX7","Ganesh Vegetable & Fruit Chopper Cutt...","U stop N shop","5.0","1","  Rs. 539.00"," FREE Delivery. 
","  Rs. 539.00 FREE Delivery.Cash on Delivery eligible ","100% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_1/277-4885475-9136034?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A209S6H0LG4TX7","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A209S6H0LG4TX7&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"72","A19RDI9ICOKTCI","Ganesh Vegetable & Fruit Chopper Cutt...",NA,NA,NA,"  Rs. 539.00"," FREE Delivery. 
","  Rs. 539.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_2/277-4885475-9136034?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A19RDI9ICOKTCI","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A19RDI9ICOKTCI&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"73","A1ITV0G06LW66Y","Ganesh Vegetable & Fruit Chopper Cutt...","P S Overses",NA,NA,"  Rs. 539.00"," FREE Delivery. 
","  Rs. 539.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_3/277-4885475-9136034?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A1ITV0G06LW66Y","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1ITV0G06LW66Y&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"74","A1T777KFKD497H","Ganesh Vegetable & Fruit Chopper Cutt...","vk impex",NA,NA,"  Rs. 519.00"," +   Rs. 28.78
Delivery 
","  Rs. 519.00 +   Rs. 28.78  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_4/277-4885475-9136034?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A1T777KFKD497H","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1T777KFKD497H&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"75","A2P93XTVV58FO6","Ganesh Vegetable & Fruit Chopper Cutt...","twin overseas",NA,NA,"  Rs. 559.00"," FREE Delivery. 
","  Rs. 559.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_5/277-4885475-9136034?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A2P93XTVV58FO6","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2P93XTVV58FO6&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"76","A8126SJXXZMAQ","Ganesh Vegetable & Fruit Chopper Cutt...","HM IMPEX",NA,NA,"  Rs. 559.00"," FREE Delivery. 
","  Rs. 559.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_6/277-4885475-9136034?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A8126SJXXZMAQ","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A8126SJXXZMAQ&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"77","A1ITV0G06LW66Y","Ganesh Vegetable & Fruit Chopper Cutt...","P S Overses",NA,NA,"  Rs. 559.00"," FREE Delivery. 
","  Rs. 559.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_7/277-4885475-9136034?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A1ITV0G06LW66Y","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1ITV0G06LW66Y&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"78","A19RDI9ICOKTCI","Ganesh Vegetable & Fruit Chopper Cutt...","ShopIndia91",NA,NA,"  Rs. 559.00"," FREE Delivery. 
","  Rs. 559.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_8/277-4885475-9136034?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A19RDI9ICOKTCI","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A19RDI9ICOKTCI&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"79","A24NPOBO2OB7LH","Ganesh Vegetable & Fruit Chopper Cutt...","SUPERDOME",NA,NA,"  Rs. 559.00"," FREE Delivery. 
","  Rs. 559.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_9/277-4885475-9136034?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A24NPOBO2OB7LH","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A24NPOBO2OB7LH&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"80","AFFSLKRTBLGXE","Ganesh Vegetable & Fruit Chopper Cutt...",NA,NA,NA,"  Rs. 539.00"," +   Rs. 50.00
Delivery 
","  Rs. 539.00 +   Rs. 50.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_10/277-4885475-9136034?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=AFFSLKRTBLGXE","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=AFFSLKRTBLGXE&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"81","A209S6H0LG4TX7","Ganesh Vegetable & Fruit Chopper Cutt...","U stop N shop","5.0","1","  Rs. 559.00"," FREE Delivery. 
","  Rs. 559.00 FREE Delivery.Cash on Delivery eligible ","100% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_1/276-3810065-9490134?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A209S6H0LG4TX7","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A209S6H0LG4TX7&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"82","A1T777KFKD497H","Ganesh Vegetable & Fruit Chopper Cutt...",NA,NA,NA,"  Rs. 539.00"," +   Rs. 28.78
Delivery 
","  Rs. 539.00 +   Rs. 28.78  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_2/276-3810065-9490134?ie=UTF8&asin=B00IAPD2X4&isAmazonFulfilled=0&seller=A1T777KFKD497H","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1T777KFKD497H&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
